encoding,substrate_levels,median,pct_lo,pct_hi,n_resamples
raw literature strings,66,-0.059106071170864305,-0.9338540555532946,0.320657177911708,40
coarse three-class substrate + mode,3,-0.1926559284581134,-1.5455883375638073,0.23694010835857457,40
mapping used in this work,12,-0.13701180186418205,-1.064942962546153,0.3475984424993383,40
