model,median,pct_lo,pct_hi,n_resamples
RandomForest,-0.13701180186418194,-1.0649429625461535,0.3475984424993383,40
MeanPredictor,-0.09406699108395333,-1.1717984239586872,-0.00012733174432638677,40
LightGBM,-0.3006208675336385,-1.5195472550142468,0.2187195894539372,40
Ridge,-0.37591038010107025,-1.8985022416746955,0.18851409279058862,40
CatBoost,-0.1610601384461805,-1.3545950219026677,0.39558874124446697,40
XGBoost,-0.368288173098697,-2.186058585681032,0.14823230323037923,40
