model,protocol,augmented,seed,r2,rmse,mae,n_test,n_test_studies,ladder
RandomForest,row_wise,1,36,0.5781408981942493,0.0845386330886437,0.0555833465020833,79,44,noise_augmented_random
RandomForest,row_wise,1,37,0.5841718691139273,0.07058220289153622,0.0496560071366318,79,39,noise_augmented_random
RandomForest,row_wise,1,38,0.8323498229302724,0.06376796933130702,0.04510840955906937,79,39,noise_augmented_random
RandomForest,row_wise,1,39,0.6724696531483455,0.0665764211986529,0.04892793502984748,79,36,noise_augmented_random
CatBoost,row_wise,1,0,0.7296946968619518,0.061179393023186826,0.04308822753553711,79,44,noise_augmented_random
CatBoost,row_wise,1,1,0.58069508255156,0.07520458740603761,0.04751974608036845,79,38,noise_augmented_random
CatBoost,row_wise,1,2,0.6527009138389315,0.08713472137599086,0.05953473939285058,79,44,noise_augmented_random
CatBoost,row_wise,1,3,0.7607202868869641,0.07055326966288172,0.04827068264439246,79,42,noise_augmented_random
CatBoost,row_wise,1,4,0.4527261347153202,0.08400497539470789,0.055253454738319496,79,40,noise_augmented_random
CatBoost,row_wise,1,5,0.668371134050417,0.07974086092477559,0.05490879268281774,79,51,noise_augmented_random
CatBoost,row_wise,1,6,0.7863146508039968,0.0635971807629694,0.04624027651717649,79,42,noise_augmented_random
CatBoost,row_wise,1,7,0.7678074836666339,0.06389770543705334,0.04225935121583538,79,41,noise_augmented_random
CatBoost,row_wise,1,8,0.692517695121439,0.07718144303205211,0.05406289422693537,79,39,noise_augmented_random
CatBoost,row_wise,1,9,0.7876510446381717,0.05388524487010846,0.03917166007430593,79,37,noise_augmented_random
CatBoost,row_wise,1,10,0.6871888213239458,0.07351190082705009,0.05083117022422434,79,44,noise_augmented_random
CatBoost,row_wise,1,11,0.6732268221470716,0.07930124649531128,0.05270164104306795,79,43,noise_augmented_random
CatBoost,row_wise,1,12,0.6771419304375353,0.07511389804402574,0.053031659074632975,79,37,noise_augmented_random
CatBoost,row_wise,1,13,0.8114462970872989,0.04923152499718613,0.03651491376388289,79,46,noise_augmented_random
CatBoost,row_wise,1,14,0.8261193276901524,0.048418205144291036,0.034402477539851165,79,43,noise_augmented_random
CatBoost,row_wise,1,15,0.7240056136229485,0.0713657781173652,0.0493815969409446,79,39,noise_augmented_random
CatBoost,row_wise,1,16,0.768922884123933,0.0687050526565978,0.04894228294870945,79,41,noise_augmented_random
CatBoost,row_wise,1,17,0.7467481914428142,0.07166223655775769,0.047339541014534164,79,36,noise_augmented_random
CatBoost,row_wise,1,18,0.5870423313531123,0.088918489616173,0.057965267980526904,79,39,noise_augmented_random
CatBoost,row_wise,1,19,0.8171062442077359,0.05117626357830479,0.03410283832677756,79,40,noise_augmented_random
CatBoost,row_wise,1,20,0.6668497065878931,0.060007831522936456,0.04204529397305486,79,41,noise_augmented_random
CatBoost,row_wise,1,21,0.7376558339648638,0.07603978686551606,0.049545807265456904,79,42,noise_augmented_random
CatBoost,row_wise,1,22,0.6203510316822547,0.08818062166992033,0.053349856968393346,79,43,noise_augmented_random
CatBoost,row_wise,1,23,0.6936994766740199,0.07403364045740636,0.04569587828400469,79,41,noise_augmented_random
CatBoost,row_wise,1,24,0.5372517656960114,0.07429898541415496,0.052958694098622215,79,46,noise_augmented_random
CatBoost,row_wise,1,25,0.6790705396739782,0.07363903921079926,0.051183164103422565,79,34,noise_augmented_random
CatBoost,row_wise,1,26,0.7828700182676283,0.07082205651330535,0.049583603379129954,79,47,noise_augmented_random
CatBoost,row_wise,1,27,0.7348357480900028,0.0623051379703396,0.04275339538012909,79,46,noise_augmented_random
CatBoost,row_wise,1,28,0.8229321517037669,0.06455261663565093,0.04309621365526749,79,42,noise_augmented_random
CatBoost,row_wise,1,29,0.593793831130744,0.09316875420052374,0.05390714147211783,79,47,noise_augmented_random
CatBoost,row_wise,1,30,0.6238415687115976,0.07600780556698859,0.04795428667661503,79,42,noise_augmented_random
CatBoost,row_wise,1,31,0.5678500370174637,0.07807086865739928,0.04959892484865168,79,45,noise_augmented_random
CatBoost,row_wise,1,32,0.6472521854137616,0.07736618813451202,0.05101259862927573,79,41,noise_augmented_random
CatBoost,row_wise,1,33,0.8079256831882689,0.06696367680966116,0.04363100720723589,79,43,noise_augmented_random
CatBoost,row_wise,1,34,0.8302909170715664,0.05432791064107446,0.04100290207362121,79,47,noise_augmented_random
CatBoost,row_wise,1,35,0.7002408676180019,0.07289444834665287,0.04600370589888143,79,44,noise_augmented_random
CatBoost,row_wise,1,36,0.6301048502668983,0.07916091909229174,0.049050964583224,79,44,noise_augmented_random
CatBoost,row_wise,1,37,0.6249299631835792,0.06703389598781039,0.046159023928284845,79,39,noise_augmented_random
