heat_recovery,breakeven_loading_gVS_L,loading_at_CI_low,loading_at_CI_high
0.5,92.63777849457772,52.5160989734698,363.92521044397637
0.7,55.58266709674664,31.509659384081885,218.35512626638584
0.85,27.79133354837332,15.754829692040943,109.17756313319292
